INPUT:id	OUTPUT:image	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__IMG_20220203_194802196_HDR.jpg.jpg	ru.4a40a5b0-da01-4dd5-9b32-edef9926e11a			https://toloka.yandex.ru/task/31531273/0001e12109--61fe77df3898853797446e9f	3c648e5e-b5c0-457c-9393-d121b86b890f	0001e12109--61fe77df3898853797446e9f	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644013629328_1_JPEG_20220205_012340.jpg.jpg	ru.c4479f4b-764f-4b1e-a414-5241e7dd9540			https://toloka.yandex.ru/task/31531273/0001e12109--61fe78182db8902a70a26677	981ce97b-9c97-40bc-942e-5859daca6f1b	0001e12109--61fe78182db8902a70a26677	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.80ee1a14-b388-48cd-9254-213f1d8649ef			https://toloka.yandex.ru/task/31531273/0001e12109--61fe783abed6560638f4c811	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fe783abed6560638f4c811	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644025059148_1_JPEG_20220204_223714.jpg.jpg	ru.4bc1ce91-7673-4c8f-b769-579a9f9be0f2			https://toloka.yandex.ru/task/31531273/0001e12109--61fe79165ad6013334d1ccd1	27489662-09e2-4f8f-94b7-75cfd305f24d	0001e12109--61fe79165ad6013334d1ccd1	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__IMG_20220203_194802196_HDR.jpg.jpg	ru.eba4f3fb-379f-4efd-89fb-4956e9e6666b			https://toloka.yandex.ru/task/31531273/0001e12109--61fe7b56029ecf1bf3afb1e0	3c648e5e-b5c0-457c-9393-d121b86b890f	0001e12109--61fe7b56029ecf1bf3afb1e0	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__IMG_20220203_194802196_HDR.jpg.jpg	ru.81f211c5-cb16-4d53-b1ea-64eeb3bb7d78			https://toloka.yandex.ru/task/31531273/0001e12109--61fe7d5428912e390eb35ddd	3c648e5e-b5c0-457c-9393-d121b86b890f	0001e12109--61fe7d5428912e390eb35ddd	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644025059148_1_JPEG_20220204_223714.jpg.jpg	ru.5d2e0994-525b-4218-aaf5-1681fa9a0fb9			https://toloka.yandex.ru/task/31531273/0001e12109--61fe7eb9f73c4b173c2e93dd	27489662-09e2-4f8f-94b7-75cfd305f24d	0001e12109--61fe7eb9f73c4b173c2e93dd	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644014767025_1_JPEG_20220205_014540.jpg.jpg	ru.8088d684-04b0-4092-a2eb-551ac7312aa1			https://toloka.yandex.ru/task/31531273/0001e12109--61fe7f47ef53484db6612433	5e1a88e9-d4a6-4234-9ec4-74c945f96cc1	0001e12109--61fe7f47ef53484db6612433	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643928930503_1_JPEG_20220204_065441.jpg.jpg	ru.0f62c6f9-4f50-4de2-b6c4-68187ca30026			https://toloka.yandex.ru/task/31531273/0001e12109--61fe82bddfa7ee508d03acd6	fb369f73-6525-4492-9d5f-747c93c6f8f2	0001e12109--61fe82bddfa7ee508d03acd6	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644027318855_1_JPEG_20220205_071500.jpg.jpg	ru.598ce0b2-0dd2-4644-8f54-aa955639d4bd			https://toloka.yandex.ru/task/31531273/0001e12109--61fe878428912e390eb3bdfe	ab07409f-4d0a-485d-b11b-c37f6f5d5b5e	0001e12109--61fe878428912e390eb3bdfe	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644025059148_1_JPEG_20220204_223714.jpg.jpg	ru.b95097fc-7884-4deb-be35-6ae51d831d80			https://toloka.yandex.ru/task/31531273/0001e12109--61fe8898c5d1034744ae4d38	27489662-09e2-4f8f-94b7-75cfd305f24d	0001e12109--61fe8898c5d1034744ae4d38	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644013629328_1_JPEG_20220205_012340.jpg.jpg	ru.3146ddc1-998f-4f27-98bf-54fda7e4de92			https://toloka.yandex.ru/task/31531273/0001e12109--61fe8972c3d47a101123e5bd	981ce97b-9c97-40bc-942e-5859daca6f1b	0001e12109--61fe8972c3d47a101123e5bd	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975664292_1_JPEG_20220204_125414.jpg.jpg	ru.78f44385-9030-433c-8a3a-3b0e416b4d5a			https://toloka.yandex.ru/task/31531273/0001e12109--61fe8c61d3ddfc5d49931c45	fea454dd-b2c4-4d2d-b074-23cd2d0209a1	0001e12109--61fe8c61d3ddfc5d49931c45	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022947188_3_JPEG_20220204_220103.jpg.jpg	ru.2fdb461e-9b02-4e09-9099-8676d844b9de			https://toloka.yandex.ru/task/31531273/0001e12109--61fe8d0389f991187af5575a	c8e1bdf2-4022-42b4-8523-3cc4fea08868	0001e12109--61fe8d0389f991187af5575a	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644029299461_1_JPEG_20220205_094748.jpg.jpg	ru.0a082748-b8ae-433d-8914-79606777a552			https://toloka.yandex.ru/task/31531273/0001e12109--61fe902d42773f78b0b3603e	fdc44b70-453c-4bba-8a76-e1ecccd4819c	0001e12109--61fe902d42773f78b0b3603e	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022947188_3_JPEG_20220204_220103.jpg.jpg	ru.36287dee-50f4-4fba-9de7-5c8c325f6da8			https://toloka.yandex.ru/task/31531273/0001e12109--61fe913ec5a74c013b8b0649	c8e1bdf2-4022-42b4-8523-3cc4fea08868	0001e12109--61fe913ec5a74c013b8b0649	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643945216872_1_JPEG_20220204_102640.jpg.jpg	ru.737f86ab-806c-4cb6-916c-58ada1b49999			https://toloka.yandex.ru/task/31531273/0001e12109--61fe91eb82027b60777a6f31	de3cc7da-2ceb-4f43-83bb-5bb5c0469c87	0001e12109--61fe91eb82027b60777a6f31	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975664292_1_JPEG_20220204_125414.jpg.jpg	ru.29798036-adde-40ea-ad5e-22a8cda82387			https://toloka.yandex.ru/task/31531273/0001e12109--61fe92781f64b61be972e7af	fea454dd-b2c4-4d2d-b074-23cd2d0209a1	0001e12109--61fe92781f64b61be972e7af	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644025059148_1_JPEG_20220204_223714.jpg.jpg	ru.e5eb31d8-201b-4408-b00c-76991fa8bc81			https://toloka.yandex.ru/task/31531273/0001e12109--61fe92bdfa1ea900a5726ca4	27489662-09e2-4f8f-94b7-75cfd305f24d	0001e12109--61fe92bdfa1ea900a5726ca4	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022947188_3_JPEG_20220204_220103.jpg.jpg	ru.1021b6eb-8289-4afa-97d8-a98996121745			https://toloka.yandex.ru/task/31531273/0001e12109--61fe97414f7fe9518fa9ba96	c8e1bdf2-4022-42b4-8523-3cc4fea08868	0001e12109--61fe97414f7fe9518fa9ba96	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643928930503_1_JPEG_20220204_065441.jpg.jpg	ru.7d7a53df-9148-4b75-895f-1fdb04d4d0d7			https://toloka.yandex.ru/task/31531273/0001e12109--61fe979f4f7fe9518fa9bd3a	fb369f73-6525-4492-9d5f-747c93c6f8f2	0001e12109--61fe979f4f7fe9518fa9bd3a	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022947188_3_JPEG_20220204_220103.jpg.jpg	ru.7e099e67-3e1b-4b0c-9762-ad37d3c62315			https://toloka.yandex.ru/task/31531273/0001e12109--61fe9b14376abd39764acda9	c8e1bdf2-4022-42b4-8523-3cc4fea08868	0001e12109--61fe9b14376abd39764acda9	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643945216872_1_JPEG_20220204_102640.jpg.jpg	ru.5419e3bd-cb3b-402a-8fe9-cc4e1fe6efbf			https://toloka.yandex.ru/task/31531273/0001e12109--61fe9bb15ca55d0d8b59d92d	de3cc7da-2ceb-4f43-83bb-5bb5c0469c87	0001e12109--61fe9bb15ca55d0d8b59d92d	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__IMG_20220203_194802196_HDR.jpg.jpg	ru.8d61a342-db59-4f3e-a6a7-f5a70e0dee2d			https://toloka.yandex.ru/task/31531273/0001e12109--61fea0f342773f78b0b3e05d	3c648e5e-b5c0-457c-9393-d121b86b890f	0001e12109--61fea0f342773f78b0b3e05d	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__IMG_20220203_194802196_HDR.jpg.jpg	ru.ac97f010-a6e8-47a4-af51-f8a0d27adf83			https://toloka.yandex.ru/task/31531273/0001e12109--61fea26b5ad6013334d32d02	3c648e5e-b5c0-457c-9393-d121b86b890f	0001e12109--61fea26b5ad6013334d32d02	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022926239_1_JPEG_20220205_090140.jpg.jpg	ru.1026e852-215f-4190-9d99-d7209f67d535			https://toloka.yandex.ru/task/31531273/0001e12109--61fea3b4480fdb55475ac926	beb0859a-7192-4d69-9404-c4ed147fcafa	0001e12109--61fea3b4480fdb55475ac926	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644027158845_1_JPEG_20220205_101216.jpg.jpg	ru.2860d1c1-a7b1-4972-a903-9f328ba434fb			https://toloka.yandex.ru/task/31531273/0001e12109--61fea41d5ad6013334d33b1b	24af3cd2-46c1-4fbf-886c-a186393b13f0	0001e12109--61fea41d5ad6013334d33b1b	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644025059148_1_JPEG_20220204_223714.jpg.jpg	ru.be18dd8b-340c-4cf4-a461-da37eaaf0417			https://toloka.yandex.ru/task/31531273/0001e12109--61fea7fd64b3112aeae6d081	27489662-09e2-4f8f-94b7-75cfd305f24d	0001e12109--61fea7fd64b3112aeae6d081	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.a8b60062-c15f-490a-9a29-d126d05049bf			https://toloka.yandex.ru/task/31531273/0001e12109--61fea89f853b8a6f6a1c2991	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fea89f853b8a6f6a1c2991	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644027732954_3_JPEG_20220205_075147.jpg.jpg	ru.7ff4de89-fd07-4389-bf79-825b14c4907f			https://toloka.yandex.ru/task/31531273/0001e12109--61fea9605ad6013334d365ef	0f7e7999-9f60-4584-ad98-07b762e4e567	0001e12109--61fea9605ad6013334d365ef	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022947188_3_JPEG_20220204_220103.jpg.jpg	ru.23f8f714-ba34-4655-9ff1-7ed3c1ac5e3b			https://toloka.yandex.ru/task/31531273/0001e12109--61fea9f11f64b61be973a152	c8e1bdf2-4022-42b4-8523-3cc4fea08868	0001e12109--61fea9f11f64b61be973a152	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.057a261e-4b93-4592-a79c-16af7ce6062b			https://toloka.yandex.ru/task/31531273/0001e12109--61fec21ac122c50b340616af	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fec21ac122c50b340616af	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.ca9e76ea-db9e-4d89-a1e5-1d7a593872a0			https://toloka.yandex.ru/task/31531273/0001e12109--61fec281376abd39764bf345	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fec281376abd39764bf345	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.553917ec-f004-4def-9201-82e8ec98f0bd			https://toloka.yandex.ru/task/31531273/0001e12109--61fec5e0542c3b4307435c26	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fec5e0542c3b4307435c26	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975554739_1_JPEG_20220204_125222.jpg.jpg	ru.9628bf2c-53e8-482e-b51a-587f63bb3ff5			https://toloka.yandex.ru/task/31531273/0001e12109--61fec7662932f70fa40b43cd	7026cd16-da12-4909-982e-fda139ffda70	0001e12109--61fec7662932f70fa40b43cd	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644014767025_1_JPEG_20220205_014540.jpg.jpg	ru.a51dc09a-8dd0-411b-86f2-c9521e68813f			https://toloka.yandex.ru/task/31531273/0001e12109--61fed12fbfae834024572e83	5e1a88e9-d4a6-4234-9ec4-74c945f96cc1	0001e12109--61fed12fbfae834024572e83	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.1d9b113b-d81d-4b02-9c1b-9de61c3e7a22			https://toloka.yandex.ru/task/31531273/0001e12109--61fedc5dd46b213297585f66	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fedc5dd46b213297585f66	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644065325159_1_JPEG_20220205_181642.jpg.jpg	ru.4b3d3fdc-89e1-45ce-b492-29511e49893c			https://toloka.yandex.ru/task/31531273/0001e12109--61feef0d30815911afd77d8f	50469343-1c8a-4a37-b9e8-eef51fb15cbc	0001e12109--61feef0d30815911afd77d8f	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644084752644_2_JPEG_20220205_211013.jpg.jpg	ru.a63fc9b2-3707-4773-b451-71106b21cbb8			https://toloka.yandex.ru/task/31531273/0001e12109--61fef0c0cac5e45f8115bd19	563ad035-ab24-40f9-9c8c-dfb8c030c91b	0001e12109--61fef0c0cac5e45f8115bd19	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.9e1cfae1-640e-462f-bc1f-7b2c9cb916d8			https://toloka.yandex.ru/task/31531273/0001e12109--61fef13664b3112aeae8ee32	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fef13664b3112aeae8ee32	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.f4c99bde-8d77-4b51-a3c4-518d4954756d			https://toloka.yandex.ru/task/31531273/0001e12109--61fef4218adf482a971ee3ee	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fef4218adf482a971ee3ee	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.df65014c-75f4-4ed7-ab7f-d1b3784a215e			https://toloka.yandex.ru/task/31531273/0001e12109--61fefaca6c3c991ae8daf4e7	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fefaca6c3c991ae8daf4e7	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643928930503_1_JPEG_20220204_065441.jpg.jpg	ru.cf8959df-9069-4e2c-bf9c-69db11372f14			https://toloka.yandex.ru/task/31531273/0001e12109--61fefe95dfa7ee508d06cd8f	fb369f73-6525-4492-9d5f-747c93c6f8f2	0001e12109--61fefe95dfa7ee508d06cd8f	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__JPEG_20220205_103926.jpg.jpg	ru.0cc618c5-1a1b-4370-86e7-470cce54e2e5			https://toloka.yandex.ru/task/31531273/0001e12109--61ff0167c5d1034744b15d54	81ba1658-969c-480b-a313-acf12cad1805	0001e12109--61ff0167c5d1034744b15d54	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.6f84ff90-3221-45d4-ac68-0e67f32326e6			https://toloka.yandex.ru/task/31531273/0001e12109--61ff1f71c5a74c013b8e1591	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61ff1f71c5a74c013b8e1591	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975554739_1_JPEG_20220204_125222.jpg.jpg	ru.cf1f3868-90ff-4973-b82b-cadc836f27cc			https://toloka.yandex.ru/task/31531273/0001e12109--61ff2b3387ae35737fbcd9b5	7026cd16-da12-4909-982e-fda139ffda70	0001e12109--61ff2b3387ae35737fbcd9b5	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.5a99d56b-896c-4b8f-9d53-49cddb9bdab9			https://toloka.yandex.ru/task/31531273/0001e12109--61ff30086475905690648e9e	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61ff30086475905690648e9e	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975138814_1_JPEG_20220204_124502.jpg.jpg	ru.d1c664d6-431d-4985-9e21-5989b1b7df4b			https://toloka.yandex.ru/task/31531273/0001e12109--61ff34f8f73c4b173c32986d	5f63288e-5751-4112-ae7f-2c6eb936d07b	0001e12109--61ff34f8f73c4b173c32986d	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644064461929_1_JPEG_20220205_203411.jpg.jpg	ru.a8a6b077-4417-4306-9c0e-04726db9ed0d			https://toloka.yandex.ru/task/31531273/0001e12109--61ff3b6379642a4e210b2a4e	86369372-faa1-4623-b75b-2e190c29cd72	0001e12109--61ff3b6379642a4e210b2a4e	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644056868832_3_JPEG_20220205_155732.jpg.jpg	ru.8016a3a3-430e-4211-aeed-b189156cdf16			https://toloka.yandex.ru/task/31531273/0001e12109--61ff3c00bb70d4065ba5e6d1	bef2ec24-4897-403e-8269-df59943f2788	0001e12109--61ff3c00bb70d4065ba5e6d1	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644065325159_1_JPEG_20220205_181642.jpg.jpg	ru.1a932bd0-a451-4575-a8a7-03468e47723d			https://toloka.yandex.ru/task/31531273/0001e12109--61ff3d175777875c16b5af3f	50469343-1c8a-4a37-b9e8-eef51fb15cbc	0001e12109--61ff3d175777875c16b5af3f	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022947188_3_JPEG_20220204_220103.jpg.jpg	ru.2204a91c-668b-4c32-8839-416db061b275			https://toloka.yandex.ru/task/31531273/0001e12109--61ff4366e15bb24f29407e17	c8e1bdf2-4022-42b4-8523-3cc4fea08868	0001e12109--61ff4366e15bb24f29407e17	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__JPEG_20220205_103926.jpg.jpg	ru.d579b872-9497-4e19-83a7-c32baa681bf8			https://toloka.yandex.ru/task/31531273/0001e12109--61ff43bf7d96e92de5092c12	81ba1658-969c-480b-a313-acf12cad1805	0001e12109--61ff43bf7d96e92de5092c12	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644029299461_1_JPEG_20220205_094748.jpg.jpg	ru.d0ced5f8-6ca7-4c7f-b9ca-1f7e19bfd2ff			https://toloka.yandex.ru/task/31531273/0001e12109--61ff4482c5d1034744b21c75	fdc44b70-453c-4bba-8a76-e1ecccd4819c	0001e12109--61ff4482c5d1034744b21c75	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644031712016_1_JPEG_20220205_102807.jpg.jpg	ru.7615aaeb-204c-4ed4-aef9-4d16b275a97e			https://toloka.yandex.ru/task/31531273/0001e12109--61ff49ab5ad6013334d6a356	18be853b-3e14-4d30-bee3-0dd993230e7f	0001e12109--61ff49ab5ad6013334d6a356	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644084752644_2_JPEG_20220205_211013.jpg.jpg	ru.25931072-d63e-443f-9a85-e2027707ae97			https://toloka.yandex.ru/task/31531273/0001e12109--61ff531fc5a74c013b8ea583	563ad035-ab24-40f9-9c8c-dfb8c030c91b	0001e12109--61ff531fc5a74c013b8ea583	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975554739_1_JPEG_20220204_125222.jpg.jpg	ru.c0e51448-f661-4b61-84dc-44887a0ac130			https://toloka.yandex.ru/task/31531273/0001e12109--61ff5369c5a74c013b8ea6a4	7026cd16-da12-4909-982e-fda139ffda70	0001e12109--61ff5369c5a74c013b8ea6a4	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644064461929_1_JPEG_20220205_203411.jpg.jpg	ru.bd313170-1160-4d4e-b220-e88eb05b3fcd			https://toloka.yandex.ru/task/31531273/0001e12109--61ff5653d46b2132975a4e1a	86369372-faa1-4623-b75b-2e190c29cd72	0001e12109--61ff5653d46b2132975a4e1a	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644036268360_1_JPEG_20220205_094416.jpg.jpg	ru.61c515ab-b808-4bb8-8f01-9149b42a6b29			https://toloka.yandex.ru/task/31531273/0001e12109--61ff56b5dc8694682ed6f789	04df34d2-4da8-4f0b-a8b4-0fd1b0c46f5c	0001e12109--61ff56b5dc8694682ed6f789	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644064461929_1_JPEG_20220205_203411.jpg.jpg	ru.96ef9122-f100-4a81-8b7c-12fd27acb8b2			https://toloka.yandex.ru/task/31531273/0001e12109--61ff56c4e15bb24f2940ccc2	86369372-faa1-4623-b75b-2e190c29cd72	0001e12109--61ff56c4e15bb24f2940ccc2	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.2e3b87bf-abd6-46b6-864d-c7a85f9e401f			https://toloka.yandex.ru/task/31531273/0001e12109--61ff826f28912e390eb984ea	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61ff826f28912e390eb984ea	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__JPEG_20220205_103926.jpg.jpg	ru.c3694091-bc38-4a32-a669-f7029afdac1c			https://toloka.yandex.ru/task/31531273/0001e12109--61ff846482027b6077805e71	81ba1658-969c-480b-a313-acf12cad1805	0001e12109--61ff846482027b6077805e71	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644036268360_1_JPEG_20220205_094416.jpg.jpg	ru.649d759c-2866-4f54-8c9e-eefb2b158aff			https://toloka.yandex.ru/task/31531273/0001e12109--61ff85f2fa1ea900a5782443	04df34d2-4da8-4f0b-a8b4-0fd1b0c46f5c	0001e12109--61ff85f2fa1ea900a5782443	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975554739_1_JPEG_20220204_125222.jpg.jpg	ru.6e467f97-9e32-4974-929d-e5471fcc4654			https://toloka.yandex.ru/task/31531273/0001e12109--61ff8617dc8694682ed8abb2	7026cd16-da12-4909-982e-fda139ffda70	0001e12109--61ff8617dc8694682ed8abb2	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644031712016_1_JPEG_20220205_102807.jpg.jpg	ru.07ddc343-73d9-432c-82bc-f8e51be198de			https://toloka.yandex.ru/task/31531273/0001e12109--61ff88fb1de61d44a693991b	18be853b-3e14-4d30-bee3-0dd993230e7f	0001e12109--61ff88fb1de61d44a693991b	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__IMG20220205092044.jpg.jpg	ru.2ec99acc-7849-4bad-bd56-5386efb8d54a			https://toloka.yandex.ru/task/31531273/0001e12109--61ff8ccf82027b607780aa4a	29d4b279-03ab-4731-90fd-a48fd9a36cf6	0001e12109--61ff8ccf82027b607780aa4a	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644064461929_1_JPEG_20220205_203411.jpg.jpg	ru.cd431bc1-c9ae-4a7e-9b52-15aa9d68de6e			https://toloka.yandex.ru/task/31531273/0001e12109--61ff9170c3d47a101129ec6f	86369372-faa1-4623-b75b-2e190c29cd72	0001e12109--61ff9170c3d47a101129ec6f	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__JPEG_20220205_103926.jpg.jpg	ru.4a6995d7-af2e-4077-aa30-32eb2d9c9935			https://toloka.yandex.ru/task/31531273/0001e12109--61ff91a6fa1ea900a5788a44	81ba1658-969c-480b-a313-acf12cad1805	0001e12109--61ff91a6fa1ea900a5788a44	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.b44467da-9ac6-465c-9a00-8d7e01b4197e			https://toloka.yandex.ru/task/31531273/0001e12109--61ff924bb9c1857175f9dc57	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61ff924bb9c1857175f9dc57	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644064461929_1_JPEG_20220205_203411.jpg.jpg	ru.5eba6a27-5fce-47d0-abbe-ff3d48605c4a			https://toloka.yandex.ru/task/31531273/0001e12109--61ff953b9ef7b46242e28234	86369372-faa1-4623-b75b-2e190c29cd72	0001e12109--61ff953b9ef7b46242e28234	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.efeb0f3d-395d-4be3-805c-0b3997356920			https://toloka.yandex.ru/task/31531273/0001e12109--61ff96d40df993362be586b8	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61ff96d40df993362be586b8	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022947188_3_JPEG_20220204_220103.jpg.jpg	ru.acbbc922-a175-4749-bd8e-3282f9986997			https://toloka.yandex.ru/task/31531273/0001e12109--61ff974d252931745fe2f946	c8e1bdf2-4022-42b4-8523-3cc4fea08868	0001e12109--61ff974d252931745fe2f946	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644065325159_1_JPEG_20220205_181642.jpg.jpg	ru.0c8c6709-7aa1-4765-8a8a-03f8646879af			https://toloka.yandex.ru/task/31531273/0001e12109--61ff98f0c122c50b340a6712	50469343-1c8a-4a37-b9e8-eef51fb15cbc	0001e12109--61ff98f0c122c50b340a6712	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943159889_1_JPEG_20220204_105031.jpg.jpg	ru.4aa7805d-069b-44a1-ac2a-48c50ee9ece0			https://toloka.yandex.ru/task/31531273/0001e12109--61ff9bb1992e625ddc982315	eecf5a82-50b9-41f8-9512-771b85d95553	0001e12109--61ff9bb1992e625ddc982315	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.993605d4-a565-40b0-bb05-e436495264c7			https://toloka.yandex.ru/task/31531273/0001e12109--61ff9e39bfae8340245b0978	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61ff9e39bfae8340245b0978	+	
